Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Plug and Share Charge EVCS - ChargeMOD,Thrissur,Kerala,10.54056179,76.21568678,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Plug and Share Charge EVCS - ChargeMOD,Thrissur,Kerala,10.54056179,76.21568678,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.52779471,76.20534385,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.52779471,76.20534385,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.52779471,76.20534385,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.52779471,76.20534385,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
V8 Car Spa (EVOK) - ChargeMOD,Thrissur,Kerala,10.5213323,76.23075685,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
V8 Car Spa (EVOK) - ChargeMOD,Thrissur,Kerala,10.5213323,76.23075685,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Guardian EV Charging Station by Imminent Future - ChargeMOD,Thrissur,Kerala,10.52203616,76.2275689,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Anchorage AC - ChargeMOD,Mundupalam,Kerala,10.51150301,76.22112426,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.50445167,76.22534147,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.50445167,76.22534147,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.50445167,76.22534147,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hotel Bhavan EVCS (EVOK) - ChargeMOD,Engandiyoor,Kerala,10.49768853,76.06464226,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Surya Hotel (EVOK) - ChargeMOD,Chazhoor,Kerala,10.43156926,76.14255951,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Surya Hotel (EVOK) - ChargeMOD,Chazhoor,Kerala,10.43156926,76.14255951,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.40173221,76.11933512,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.40173221,76.11933512,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.40173221,76.11933512,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.40173221,76.11933512,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22
Nattika FIRKA Service Co-Operative Bank - ChargeMOD,Nattika,Kerala,10.40243778,76.11263308,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Sihla Energy EVCS - ChargeMOD,Karuvannur,Kerala,10.40894658,76.21401109,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.3314231,76.21526077,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.3314231,76.21526077,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.3314231,76.21526077,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.3314231,76.21526077,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Changathikoottam EVCS - ChargeMOD,Nenmara,Kerala,10.59340334,76.5835252,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.59723817,76.47984937,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.59723817,76.47984937,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.59723817,76.47984937,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.59723817,76.47984937,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Evee Buddy - ChargeMOD,Vadakkencherry,Kerala,10.59195731,76.46571177,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Evee Buddy - ChargeMOD,Vadakkencherry,Kerala,10.59195731,76.46571177,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Plugin EVCS - ChargeMOD,Marathakkara,Kerala,10.47682692,76.25758185,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Plugin EVCS - ChargeMOD,Marathakkara,Kerala,10.47682692,76.25758185,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Topup Zone EVCS - ChargeMOD,Amballur,Kerala,10.43389238,76.26514872,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
EV Point EVCS - ChargeMOD,Kodakara,Kerala,10.38066087,76.29768618,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Korner EVCS - ChargeMOD,Thrissur,Kerala,10.36704848,76.31535658,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Charge EVCS - ChargeMOD,Chalakudy,Kerala,10.33960893,76.32174631,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Edassery Samrudhi Hypermarket (EVOK) - ChargeMOD,Chalakudy,Kerala,10.30310177,76.33704224,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Indian Coffee House (EVOK) - ChargeMOD,Chalakkudy,Kerala,10.2893433,76.3370682,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Clay House Hotel,Chalakkudy,Kerala,10.28557423,76.34237765,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Hill View Resort (EVOK) - ChargeMOD,Athirappilly,Kerala,10.28603965,76.55851558,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Hill View Resort (EVOK) - ChargeMOD,Athirappilly,Kerala,10.28603965,76.55851558,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EVOK Charging Station - ChargeMOD,Angamaly,Kerala,10.21406148,76.37936729,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Edassery Blue Bells EVCS - ChargeMOD,Angamaly,Kerala,10.19714412,76.38410959,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Edassery Blue Bells EVCS - ChargeMOD,Angamaly,Kerala,10.19714412,76.38410959,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.2
Hotel Elite Palazzo,Angamaly,Kerala,10.1897534,76.38664227,ChargeMod (IN),Public - Membership Required,CCS (Type 2),50
ChargeMOD EVCS Hub,Nedumbassery ,Kerala,10.1695516,76.37225561,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
ChargeMOD EVCS Hub,Nedumbassery ,Kerala,10.1695516,76.37225561,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
ChargeMOD EVCS Hub,Nedumbassery ,Kerala,10.1695516,76.37225561,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
CIAL Terminal 3,Nedumbassery ,Kerala,10.15658638,76.39193156,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
CIAL Terminal 3,Nedumbassery ,Kerala,10.15658638,76.39193156,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
CIAL Terminal 1,Nedumbassery ,Kerala,10.15686756,76.3889799,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
CIAL Terminal 1,Nedumbassery ,Kerala,10.15686756,76.3889799,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Capgo EVCS - ChargeMOD,Nedumbassery ,Kerala,10.15991448,76.38915827,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Jippus Galaxy EVCS - ChargeMOD,Nedumbassery ,Kerala,10.16106206,76.38563078,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25
Airsuite Airport Hotel,Nedumbassery ,Kerala,10.15929513,76.37852288,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.14563298,76.25690381,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.14563298,76.25690381,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.14563298,76.25690381,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Dhruv EVCS - ChargeMOD,Kunnukara,Kerala,10.15491305,76.28601445,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Dhruv EVCS - ChargeMOD,Kunnukara,Kerala,10.15491305,76.28601445,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sulfex Mattress (EVOK) - ChargeMOD,Choornikkara,Kerala,10.08155965,76.33986742,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EVM MG Motors Coastline Garage - ChargeMOD,Kochi,Kerala,10.07728448,76.33764123,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Steelane (EVOK) - ChargeMOD,Kalamassery,Kerala,10.04043387,76.33852407,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.05377003,76.33086763,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.05377003,76.33086763,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.05377003,76.33086763,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.05377003,76.33086763,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.05245925,76.3146563,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.05245925,76.3146563,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.05245925,76.3146563,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Flash Charge - ChargeMOD,Edappally,Keral,10.02776086,76.31117444,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Charge - ChargeMOD,Edappally,Keral,10.02776086,76.31117444,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.00024104,76.29842982,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.00024104,76.29842982,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.00024104,76.29842982,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.00024104,76.29842982,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.97419253,76.2936817,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.97419253,76.2936817,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.97419253,76.2936817,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.97419253,76.2936817,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22
Chillax EVCS (EVOK) - ChargeMOD,Thammanam,Kerala,9.985005178,76.31606543,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Evee Buddy - Memaid EVCS - ChargeMOD,Vyttila,Kerala,9.971684804,76.32415963,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Broad Bean Hotel (EVOK) - ChargeMOD,Vyttila,Kerala,9.962667763,76.31821354,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901963,76.31922071,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901963,76.31922071,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901963,76.31922071,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901963,76.31922071,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
BYD EVM Southcoast Service Centre - ChargeMOD,Maradu,Kerala,9.948134986,76.31850176,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
EVM La Maison Citroen Kochi - ChargeMOD,Maradu,Kerala,9.940155101,76.31841841,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EVM La Maison Citroen Kochi - ChargeMOD,Maradu,Kerala,9.940155101,76.31841841,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
LiON EVCS - ChargeMOD,Maradu,Kerala,9.942225213,76.3338851,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
LiON EVCS - ChargeMOD,Maradu,Kerala,9.942225213,76.3338851,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.08803183,76.38904221,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.08803183,76.38904221,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.08803183,76.38904221,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Raos EVCS - ChargeMOD,Thrippunithara,Kerala,9.932546342,76.38829398,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987602,76.38873573,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987602,76.38873573,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.5
PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987602,76.38873573,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
We Connect EVCS - ChargeMOD,Kakkanad,Kerala,10.00180181,76.36151799,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Wonderla - Statiq,Pallikkara,Kerala,10.02602207,76.39199597,Statiq (IN),Public - Membership Required,CCS (Type 2),60
Wonderla - Statiq,Pallikkara,Kerala,10.02602207,76.39199597,Statiq (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Wonderla - Statiq,Pallikkara,Kerala,10.02602207,76.39199597,Statiq (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Matha DC EVCS - ChargeMOD,Kizhakkambalam,Kerala,10.03193693,76.40749252,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Matha DC EVCS - ChargeMOD,Kizhakkambalam,Kerala,10.03193693,76.40749252,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hotel Oottupura (EVOK) - ChargeMOD,Perumbavoor ,Kerala,10.13017087,76.47072021,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Renvolt (EVOK) - ChargeMOD,Kothamangalam,Kerala,10.06947007,76.60263007,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.05398054,76.6153842,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.05398054,76.6153842,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.05398054,76.6153842,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22
Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.05398054,76.6153842,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
GATR PowerFin EVCS - ChargeMOD,Muvattupuzha,Kerala,9.979468553,76.55067813,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
PlugMap EVCS by Evan and Eyan - ChargeMOD,Moovattupuzha,Kerala,9.978862994,76.58443995,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
PlugMap EVCS by Evan and Eyan - ChargeMOD,Moovattupuzha,Kerala,9.978862994,76.58443995,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Kabani International (EVOK) - ChargeMOD,Moovattupuzha,Kerala,9.979118268,76.58664023,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kabani International (EVOK) - ChargeMOD,Moovattupuzha,Kerala,9.979118268,76.58664023,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Pineapple City EVCS - ChargeMOD,Thodupuzha,Kerala,9.94615736,76.635631,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Hotel Woodlands - ChargeMOD,Thodupuzha,Kerala,9.917340697,76.68758141,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Hotel Woodlands - ChargeMOD,Thodupuzha,Kerala,9.917340697,76.68758141,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123472,76.70853053,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123472,76.70853053,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123472,76.70853053,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123472,76.70853053,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ EV Nest - ChargeMOD,Karimkunnam,Kerala,9.863113531,76.69709052,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EQ EV Nest - ChargeMOD,Karimkunnam,Kerala,9.863113531,76.69709052,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504,76.5965698,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504,76.5965698,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504,76.5965698,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ ChargeMate - ChargeMOD,Thalayolaparambu,Kerala,9.798850817,76.45988738,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EQ ChargeMate - ChargeMOD,Thalayolaparambu,Kerala,9.798850817,76.45988738,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sihla Energy - ChargeMOD,Kumarakom,Kerala,9.594581375,76.42606942,ChargeMod (IN),"Private - For Staff, Visitors or Customers",CCS (Type 2),30
Sihla Energy - ChargeMOD,Kumarakom,Kerala,9.594581375,76.42606942,ChargeMod (IN),"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,7.4
BMW EVM Autokraft Service Center - ChargeMOD,Kochuveli,Kerala,8.502329328,76.89772557,ChargeMod (IN),Public - Membership Required,CCS (Type 2),24
ChargeMOD EVCS,Thiruvananthapuram ,Kerala,8.357873853,77.07294498,ChargeMod (IN),Public - Membership Required,CCS (Type 2),40
Emily By JDaniels,Poojappura,Kerala,8.494974778,76.97756798,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Nuke EVCS - ChargeMOD,Sreekaryam,Kerala,8.548542375,76.91829328,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Nuke EVCS - ChargeMOD,Sreekaryam,Kerala,8.548542375,76.91829328,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Electro Zone EV Fast Charging Station - ChargeMOD,Karyavattom,Kerala,8.560820152,76.89816464,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Akshaya EV Fast Charging Station - ChargeMOD,Kazhakuttom,Kerala,8.565300166,76.87444738,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Akshaya EV Fast Charging Station - ChargeMOD,Kazhakuttom,Kerala,8.565300166,76.87444738,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hybrid Cars Kazkakuttom - ChargeMOD,Kazhakuttom,Kerala,8.552449589,76.87447236,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222,76.85385689,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222,76.85385689,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222,76.85385689,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222,76.85385689,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.684303987,76.89548264,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.684303987,76.89548264,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.684303987,76.89548264,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Palm Peats (EVOK) - ChargeMOD,Erattupetta,Kerala,9.690678968,76.77458973,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flour Mill (EVOK) - ChargeMOD,Pala,Kerala,9.711918348,76.6932445,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Jim and Jims EVCS - ChargeMOD,Pala,Kerala,9.691623798,76.64031695,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Jim and Jims EVCS - ChargeMOD,Pala,Kerala,9.691623798,76.64031695,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Alpha Hangout Play World,Ettumanoor,Kerala,9.661163852,76.55132833,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209,76.5244017,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209,76.5244017,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,
Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209,76.5244017,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Indraprastha Hotel (EVOK) - ChargeMOD,Kottayam,Kerala,9.601836959,76.53215901,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Charge n Fresh EVCS - ChargeMOD,Kottayam,Kerala,9.586257488,76.58841522,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Charge n Fresh EVCS - ChargeMOD,Kottayam,Kerala,9.586257488,76.58841522,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064907,76.51423133,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064907,76.51423133,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064907,76.51423133,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064907,76.51423133,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Amma Restaurant,Alappuzha,Kerala,9.519932045,76.32752164,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Thankamanys EV Fast Charging Station - ChargeMOD,Alappuzha,Kerala,9.505147465,76.32832598,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.425616903,76.34677264,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.425616903,76.34677264,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,30
Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.425616903,76.34677264,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Pathalil EVCS - Charge MOD,Nedumkunnam,Kerala,9.506164436,76.65233361,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
JJ E Fills - ChargeMOD,Changanassery,Kerala,9.452250326,76.5472389,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
JJ E Fills - ChargeMOD,Changanassery,Kerala,9.452250326,76.5472389,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Wealfro EV Hub,Thiruvalla,Kerala,9.421076267,76.54613417,ChargeMod (IN),Public - Membership Required,CCS (Type 2),40
Anand Hypermarket - ChargeMOD,Thiruvalla,Kerala,9.373321982,76.56481065,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25
Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.36752588,76.49951806,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.36752588,76.49951806,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.36752588,76.49951806,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
V Charge Hub - ChargeMOD,Karuvatta,Kerala,9.314250283,76.42910773,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
V Charge Hub - ChargeMOD,Karuvatta,Kerala,9.314250283,76.42910773,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
V Charge Hub - ChargeMOD,Karuvatta,Kerala,9.314250283,76.42910773,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
